concurso,bola1,bola2,bola3,bola4,bola5,bola6,bola7,bola8,bola9,bola10,bola11,bola12,bola13,bola14,bola15,bola16
1617,1,3,5,8,9,11,12,13,14,15,16,17,18,20,22,25
1618,3,4,5,6,7,10,12,13,14,15,16,18,21,23,24,25
1619,3,5,7,10,11,12,13,14,15,16,17,18,21,22,23,25
1620,1,2,3,11,12,13,14,15,16,17,20,21,22,23,24,25
1621,1,2,3,4,5,7,11,12,15,16,17,19,20,23,24,25
1622,1,3,4,5,7,8,10,13,15,16,17,18,21,23,24,25
1623,2,3,4,6,7,8,9,10,12,16,17,19,20,22,24,25
1624,1,3,4,5,9,10,11,12,15,16,17,18,19,21,23,24
1625,2,3,4,5,7,9,10,11,12,16,18,19,20,21,24,25
1626,1,2,4,6,8,10,11,12,13,15,17,18,21,22,23,25
1627,1,2,3,4,5,6,10,11,13,14,15,18,19,20,21,23
1628,3,4,5,6,8,9,11,12,14,16,17,18,19,22,23,24
1629,2,3,4,5,7,8,13,14,15,17,19,20,21,23,24,25
1630,3,4,7,9,10,11,12,14,15,17,18,19,20,23,24,25
1631,6,7,8,9,10,11,12,14,15,17,18,20,21,22,23,24
1632,1,3,4,5,8,9,10,11,12,14,15,16,17,18,19,20
1633,5,6,7,8,9,10,13,15,16,18,19,20,21,22,24,25
1634,1,2,3,5,6,10,11,13,14,18,19,20,21,22,24,25
1635,1,4,6,7,8,9,10,11,12,13,14,17,19,21,22,23
1636,1,2,3,4,6,7,8,10,12,17,18,19,21,22,24,25
1637,1,3,4,6,7,8,9,12,14,15,17,19,22,23,24,25
1638,1,2,3,5,6,8,12,13,15,18,19,20,21,22,24,25
1639,1,3,4,7,9,10,13,14,17,18,20,21,22,23,24,25
1640,1,2,4,5,9,11,12,13,14,15,16,17,19,22,24,25
1641,1,3,5,7,8,9,13,14,15,17,19,20,22,23,24,25
1642,1,3,5,6,8,10,11,12,13,15,16,19,21,22,23,24
1643,1,4,5,7,8,11,12,13,15,16,17,18,20,21,24,25
1644,2,3,4,6,7,9,10,12,13,14,16,17,19,22,23,25
1645,1,2,3,4,6,7,12,13,15,17,19,21,22,23,24,25
1646,1,4,6,10,11,12,13,14,16,17,18,19,21,23,24,25
1647,1,2,3,4,5,7,8,9,10,11,14,15,18,20,22,23
1648,1,2,5,6,7,8,10,11,12,14,15,20,22,23,24,25
1649,1,2,3,4,5,6,8,9,11,12,14,15,18,21,23,24
1650,1,2,3,4,6,7,10,11,14,16,17,18,19,21,23,25
1651,2,3,6,7,9,10,11,13,14,16,17,18,19,20,23,25
1652,1,3,4,6,8,10,11,12,13,15,16,20,21,22,23,25
1653,1,3,5,6,10,11,12,14,15,17,18,19,20,23,24,25
1654,1,2,3,4,5,7,9,10,14,15,17,18,19,23,24,25
1655,2,4,6,8,9,11,13,16,17,18,19,21,22,23,24,25
1656,1,3,5,6,7,9,12,13,15,16,17,19,20,21,23,24
1657,1,2,4,5,7,8,10,12,13,14,15,16,18,20,22,25
1658,1,3,4,5,6,7,8,10,11,14,16,20,21,22,23,24
1659,1,2,4,6,7,9,10,11,12,15,16,18,19,23,24,25
1660,1,2,3,4,5,6,7,8,12,14,15,19,20,21,23,24
1661,3,4,5,6,7,8,12,13,14,15,19,20,21,22,24,25
1662,3,4,7,8,10,12,13,14,15,16,17,18,19,20,21,22
1663,2,4,5,6,9,10,11,12,13,14,16,17,18,21,23,25
1664,2,4,5,7,8,9,11,12,13,14,15,17,18,19,23,25
1665,4,5,7,8,9,11,14,15,16,18,19,20,21,22,24,25
1666,2,5,6,9,10,11,12,13,16,17,18,19,22,23,24,25
1667,1,3,4,5,6,9,11,12,13,14,15,17,19,20,22,25
1668,2,3,4,5,6,9,10,11,12,14,15,19,21,22,23,25
1669,1,2,6,11,12,13,14,15,17,18,19,21,22,23,24,25
1670,1,2,3,4,5,6,9,13,16,17,18,20,21,22,23,25
1671,1,3,4,5,7,9,12,13,14,15,16,17,19,20,21,24
1672,1,2,4,5,6,8,10,11,12,13,14,16,18,20,21,22
1673,1,3,4,6,7,12,13,14,15,16,17,18,20,22,23,25
1674,3,4,5,6,7,8,9,11,13,14,16,17,18,20,21,25
1675,3,5,6,7,9,10,12,13,16,18,19,20,21,23,24,25
1676,3,4,5,6,7,8,9,10,12,14,18,19,20,22,23,24
1677,2,3,4,5,6,8,10,11,13,14,16,18,20,21,24,25
1678,3,4,6,7,8,9,10,13,16,17,18,19,20,22,23,25
1679,1,2,3,4,5,6,7,9,11,13,15,16,18,23,24,25
1680,2,4,7,8,10,11,14,15,18,19,20,21,22,23,24,25
1681,3,5,6,7,8,9,11,12,13,14,15,16,17,18,19,22
1682,1,5,7,8,9,11,12,13,16,17,18,19,20,21,22,24
1683,1,3,5,7,8,9,10,11,12,13,14,15,18,19,21,24
1684,2,4,6,8,9,12,14,15,16,18,19,20,22,23,24,25
1685,1,3,4,6,7,8,9,12,14,16,17,18,21,23,24,25
1686,2,4,5,6,7,9,11,12,14,16,17,18,20,21,23,25
1687,1,2,4,5,7,8,9,12,13,14,15,16,19,20,23,25
1688,1,2,3,4,6,7,8,11,15,16,17,18,19,20,21,24
1689,1,2,3,4,5,7,8,11,12,13,14,18,19,20,22,24
1690,1,2,4,6,8,9,10,11,12,13,14,16,19,20,23,24
1691,2,3,4,6,7,8,10,11,12,13,14,16,17,19,20,22
1692,1,3,5,6,7,8,9,10,13,14,15,16,17,20,23,24
1693,2,5,6,7,8,9,10,11,12,13,14,16,19,20,23,24
1694,1,2,4,6,7,8,10,11,12,14,15,16,17,20,24,25
1695,1,2,3,4,7,9,10,11,13,14,18,19,20,21,24,25
1696,2,3,6,8,10,11,12,14,15,16,17,18,20,21,24,25
1697,1,2,4,6,7,8,9,10,12,13,14,16,17,20,22,24
1698,1,3,4,5,6,8,9,10,13,15,16,17,18,20,24,25
1699,2,7,8,9,10,11,12,13,14,15,16,20,21,23,24,25
1700,1,2,3,4,7,9,10,11,12,15,16,17,18,23,24,25
1701,2,3,5,6,9,11,12,14,15,16,17,20,21,23,24,25
1702,1,2,3,6,7,8,9,10,11,13,14,16,17,19,21,25
1703,1,2,3,5,6,8,9,10,11,13,16,19,20,22,24,25
1704,2,6,7,10,11,13,14,16,17,18,19,20,22,23,24,25
1705,1,2,4,5,7,9,10,11,13,14,16,19,21,22,23,25
1706,3,4,5,6,8,9,11,12,15,16,17,18,21,22,23,24
1707,1,2,6,7,8,9,10,11,12,14,18,19,20,21,24,25
1708,1,2,4,5,6,7,8,12,15,16,17,19,20,22,23,25
1709,1,2,4,7,8,13,14,15,16,17,19,20,21,22,23,24
1710,1,2,3,4,5,7,10,12,15,16,17,19,21,23,24,25
1711,1,2,3,4,9,14,15,16,18,19,20,21,22,23,24,25
1712,1,2,4,6,8,9,10,12,13,14,15,16,18,22,24,25
1713,1,3,5,6,8,10,12,13,15,16,17,20,21,22,24,25
1714,2,4,6,8,9,10,11,12,15,18,19,20,21,22,24,25
1715,1,5,6,9,10,11,12,13,14,16,17,20,21,23,24,25
1716,1,3,5,7,9,11,12,13,15,16,17,19,20,21,22,23
1717,1,2,3,5,6,7,8,9,10,13,19,20,21,23,24,25
1718,1,2,4,6,7,8,9,10,12,14,16,17,20,22,24,25
1719,2,3,4,5,6,9,12,13,14,15,16,18,19,21,23,24
1720,1,2,3,5,8,11,12,14,16,17,18,19,21,22,23,25
1721,1,2,3,6,7,8,11,13,15,16,17,18,19,20,23,24
1722,1,2,3,4,7,9,10,11,12,16,18,19,20,21,23,25
1723,1,2,3,4,5,7,8,9,11,13,14,16,17,21,23,25
1724,1,2,3,4,5,6,7,10,11,13,14,15,20,21,22,25
1725,2,3,4,5,6,9,10,13,14,15,16,18,19,20,21,25
1726,2,3,7,8,9,10,11,14,15,16,17,18,21,22,23,25
1727,1,6,7,8,10,12,13,14,15,17,18,19,20,21,22,24
1728,2,3,4,5,6,8,9,10,12,14,18,20,21,22,24,25
1729,1,3,4,6,7,8,9,12,13,14,15,16,17,19,23,24
1730,3,4,6,7,8,10,12,13,14,15,18,19,20,21,23,24
1731,1,2,5,6,8,9,10,11,12,13,17,18,19,22,24,25
1732,2,4,5,8,11,13,14,15,16,18,19,20,21,22,23,24
1733,2,3,7,8,9,12,15,16,17,18,19,20,21,22,23,25
1734,2,3,5,6,7,9,11,14,15,17,18,19,20,22,24,25
1735,1,2,3,4,6,8,9,14,16,17,18,19,20,21,22,25
1736,1,2,3,5,7,9,10,12,13,15,16,18,20,23,24,25
1737,1,3,5,8,9,10,12,13,15,16,18,19,21,22,23,25
1738,1,2,3,4,6,9,11,13,14,15,17,18,22,23,24,25
1739,1,2,3,5,8,10,11,12,13,16,17,18,19,21,22,24
1740,1,2,3,5,7,8,10,11,12,13,15,19,21,23,24,25
1741,1,3,4,5,6,9,11,13,14,15,17,18,20,21,24,25
1742,2,3,6,7,10,11,12,13,14,15,16,17,18,20,22,25
1743,2,3,4,6,10,11,12,13,15,16,17,20,22,23,24,25
1744,1,2,3,4,5,7,10,11,15,16,17,18,19,20,22,23
1745,1,2,4,5,6,9,10,11,12,13,14,15,16,19,21,24
1746,1,2,4,5,7,8,10,13,14,17,18,19,20,21,23,24
1747,2,4,6,7,9,10,11,12,13,14,15,18,19,20,23,24
1748,1,2,5,6,7,10,11,12,13,14,15,16,20,21,22,25
1749,3,4,5,7,8,9,10,11,12,13,17,18,19,23,24,25
1750,1,2,5,6,7,11,12,13,14,15,16,17,18,19,23,25
1751,1,2,3,5,7,8,10,12,15,16,17,18,19,20,23,25
1752,2,4,5,6,7,9,11,12,13,14,16,17,20,22,24,25
1753,1,2,3,4,5,8,12,14,17,18,20,21,22,23,24,25
1754,1,2,3,4,5,6,7,8,9,10,12,13,14,19,23,24
1755,1,2,3,4,5,6,8,9,11,12,13,15,17,22,23,24
1756,1,3,4,5,6,7,9,11,12,13,14,15,16,19,20,22
1757,1,4,6,8,9,10,12,14,15,16,18,19,20,22,23,24
1758,1,2,3,4,5,6,7,8,9,10,13,15,16,18,22,24
1759,1,4,5,6,7,8,9,10,13,14,15,18,19,20,21,25
1760,1,3,4,5,7,9,10,11,14,15,18,20,21,23,24,25
1761,4,6,7,8,9,11,14,15,16,17,18,19,20,23,24,25
1762,2,3,6,7,8,9,12,14,15,16,17,18,20,22,23,25
1763,1,2,4,6,7,9,11,15,16,17,19,20,21,22,23,24
1764,1,3,5,7,8,10,12,14,15,16,17,20,22,23,24,25
1765,1,2,3,5,7,12,13,15,16,17,18,19,21,22,23,25
1766,1,2,3,5,7,8,9,11,12,13,14,17,19,20,22,25
1767,1,3,4,5,6,7,8,10,12,13,14,15,20,21,22,23
1768,1,2,3,4,5,6,10,11,13,15,17,18,20,23,24,25
1769,1,2,3,4,7,8,9,13,15,18,19,21,22,23,24,25
1770,1,4,5,6,8,9,11,12,13,14,15,18,20,22,23,24
1771,1,2,3,4,5,6,7,8,10,11,13,14,16,18,20,25
1772,2,4,5,6,7,8,9,13,17,18,19,20,21,22,23,25
1773,3,4,5,7,9,10,13,14,15,18,19,20,21,22,24,25
1774,1,2,4,8,9,10,14,15,16,17,18,19,20,23,24,25
1775,2,4,5,6,7,11,12,13,15,17,19,20,21,22,23,24
1776,3,4,6,7,9,12,13,14,15,16,17,18,20,23,24,25
1777,1,3,5,6,8,10,12,13,15,16,18,19,21,22,23,24
1778,1,3,5,7,8,9,10,11,12,14,17,18,19,21,22,25
1779,1,3,4,5,6,8,10,11,14,15,19,20,21,22,24,25
1780,1,2,4,5,7,9,10,11,12,13,14,16,17,18,21,25
1781,1,2,4,6,7,8,10,11,12,15,16,18,19,20,21,22
1782,2,3,4,6,7,8,9,14,15,16,17,20,21,22,24,25
1783,1,2,3,4,7,8,9,13,14,16,18,19,20,22,24,25
1784,3,5,6,7,8,9,10,11,14,15,16,17,18,20,21,24
1785,3,4,6,7,8,9,10,11,14,15,16,17,18,19,24,25
1786,1,2,3,4,5,6,11,13,14,16,17,19,20,22,23,24
1787,1,5,6,7,8,9,11,13,14,15,16,17,21,23,24,25
1788,1,2,4,5,9,12,13,14,16,17,19,20,22,23,24,25
1789,3,4,6,7,9,10,12,13,14,15,17,18,19,20,24,25
1790,1,2,5,6,7,8,10,11,13,15,18,19,21,22,23,25
1791,2,3,6,8,9,10,12,13,14,16,18,19,21,22,23,24
1792,1,3,5,6,9,10,12,13,14,15,16,17,18,20,21,23
1793,4,6,7,8,10,11,13,16,17,18,19,20,21,22,23,25
1794,2,3,4,6,8,9,11,14,15,16,17,18,20,22,23,24
1795,1,3,5,6,7,8,9,11,12,14,15,16,17,20,24,25
1796,1,2,3,4,5,6,7,8,9,13,14,19,21,22,23,24
1797,1,3,4,5,6,7,12,13,14,15,16,18,21,22,24,25
1798,1,4,5,6,8,9,10,11,12,14,19,20,21,23,24,25
1799,3,5,6,7,8,10,11,12,13,15,16,17,19,20,21,22
1800,1,3,4,5,7,8,9,10,11,12,13,15,19,21,24,25
1801,1,2,4,5,6,7,8,9,11,12,13,15,17,19,21,25
1802,1,2,6,8,10,11,12,14,15,16,18,19,20,22,23,24
1803,1,2,4,7,9,11,12,13,15,16,17,18,20,22,23,24
1804,1,3,4,5,6,7,9,12,13,16,17,19,20,21,22,25
1805,1,2,3,6,8,9,10,13,16,17,18,19,20,21,22,25
1806,3,4,5,6,8,9,12,13,14,15,16,17,19,20,22,25
1807,1,3,4,5,6,7,8,9,10,13,18,20,21,22,23,24
1808,1,2,3,6,8,9,10,11,12,15,18,19,20,21,22,25
1809,1,3,4,6,7,8,9,10,12,13,16,17,18,21,24,25
1810,1,2,3,5,6,7,9,11,12,13,15,18,20,21,22,24
1811,1,4,5,6,8,10,11,13,14,16,18,19,22,23,24,25
1812,1,3,5,6,7,8,11,12,13,14,15,17,18,19,21,24
1813,1,2,3,7,8,11,12,13,14,15,17,18,20,22,23,24
1814,1,2,3,5,6,9,10,11,12,13,14,17,18,19,21,24
1815,1,2,3,5,6,7,8,10,12,14,16,18,19,22,23,25
1816,2,3,5,6,7,9,11,13,14,15,16,19,20,21,23,25
1817,1,2,3,5,7,9,10,11,12,13,14,17,18,20,21,24
1818,1,2,3,5,6,8,10,11,12,14,15,19,21,22,23,24
1819,1,3,4,5,6,7,9,11,12,17,18,19,21,22,23,24
1820,1,3,4,5,6,12,14,15,18,19,20,21,22,23,24,25
1821,1,5,6,8,9,10,13,14,17,18,19,21,22,23,24,25
1822,1,3,4,9,10,11,13,14,15,17,18,20,21,22,23,25
1823,2,3,4,5,7,12,13,14,15,16,17,18,19,21,22,24
1824,1,2,4,5,6,7,10,11,14,15,16,18,19,21,22,23
1825,1,2,3,4,6,7,8,13,14,15,17,18,20,21,22,25
1826,1,3,4,7,8,9,10,11,13,15,16,18,19,20,21,22
1827,1,2,4,8,9,10,11,12,13,15,19,20,22,23,24,25
1828,1,2,5,6,10,11,12,13,15,16,17,18,19,22,24,25
1829,2,3,4,5,7,9,11,12,13,14,15,17,18,20,24,25
1830,2,3,4,5,6,8,10,11,13,14,15,17,18,19,23,25
1831,1,2,3,5,7,8,10,12,14,15,17,18,21,22,23,24
1832,1,3,4,6,9,10,11,13,14,16,18,20,21,22,24,25
1833,2,3,4,7,8,9,10,12,14,15,17,18,22,23,24,25
1834,1,3,4,5,6,7,8,10,12,13,16,17,19,20,22,25
1835,1,3,5,7,10,11,12,13,14,15,17,18,19,21,22,23
1836,1,2,3,4,5,6,7,9,11,15,16,19,21,22,24,25
1837,2,3,4,5,6,7,8,9,11,13,14,15,22,23,24,25
1838,1,2,4,5,6,8,9,10,12,14,15,17,18,19,21,24
1839,1,2,3,6,7,8,9,10,11,12,13,18,21,22,23,24
1840,1,2,3,4,6,7,8,9,11,12,16,17,19,20,22,24
1841,1,2,3,4,6,7,10,12,13,15,17,19,20,21,23,25
1842,2,3,6,8,9,10,11,14,17,18,20,21,22,23,24,25
1843,1,2,5,6,7,8,9,10,11,13,14,17,18,19,20,22
1844,1,2,3,4,6,7,10,11,12,13,14,16,18,20,21,24
1845,1,2,3,4,6,7,8,13,14,16,18,19,21,22,23,25
1846,2,4,6,7,9,10,11,12,14,15,16,19,21,22,23,24
1847,1,2,3,4,5,6,10,11,14,16,17,18,20,22,23,24
1848,1,2,5,9,10,11,12,13,14,17,19,20,21,22,23,25
1849,2,3,4,5,6,9,11,13,15,17,19,20,21,22,24,25
1850,2,4,5,6,7,8,9,11,12,17,18,20,21,22,24,25
1851,1,3,6,7,8,11,13,15,17,19,20,21,22,23,24,25
1852,2,3,5,6,7,11,12,14,15,19,20,21,22,23,24,25
1853,1,2,3,6,7,9,10,14,15,16,19,20,21,23,24,25
1854,1,2,3,4,6,10,11,12,14,15,16,17,18,20,22,23
1855,1,2,4,5,6,7,9,10,12,13,15,16,18,19,23,24
1856,1,3,6,8,9,10,12,14,15,17,18,19,20,23,24,25
1857,1,5,6,7,8,9,12,13,14,15,18,19,21,23,24,25
1858,1,3,4,6,7,8,9,10,12,18,19,20,21,22,23,25
1859,1,2,7,8,9,10,12,15,16,17,18,19,20,21,22,24
1860,3,4,5,8,9,10,11,12,13,16,19,20,22,23,24,25
1861,2,3,4,5,9,10,12,14,16,17,18,20,21,23,24,25
1862,1,2,3,5,6,7,10,11,12,17,19,20,21,23,24,25
1863,2,3,5,8,11,13,14,15,17,18,19,21,22,23,24,25
1864,1,2,4,5,6,7,12,13,15,16,17,21,22,23,24,25
1865,2,3,6,7,8,9,11,13,14,15,16,17,18,19,22,24
1866,1,2,3,4,5,6,9,10,11,12,13,14,17,18,22,25
1867,1,2,4,5,6,8,9,10,12,13,15,17,18,19,20,21
1868,2,4,7,8,10,11,12,13,14,15,16,19,20,22,23,24
1869,2,3,5,6,7,8,11,13,16,17,18,19,22,23,24,25
1870,1,3,4,5,7,8,9,10,12,13,16,18,20,22,24,25
1871,2,3,4,5,6,7,10,12,14,15,16,17,20,21,22,24
1872,2,4,6,7,10,11,12,13,14,15,17,18,20,22,23,24
1873,1,2,3,4,8,9,10,11,12,14,17,18,20,21,22,25
1874,1,4,5,10,11,12,13,15,17,18,19,20,21,22,24,25
1875,1,2,3,6,7,8,9,12,14,15,17,18,20,23,24,25
1876,1,3,4,5,6,8,10,11,12,13,15,19,20,22,23,24
1877,1,2,4,6,7,10,12,13,16,17,18,19,20,21,24,25
1878,1,4,5,7,8,10,11,12,13,17,18,19,21,22,23,24
1879,1,2,4,5,8,9,11,12,13,14,15,17,19,20,21,22
1880,1,2,3,4,10,11,12,13,15,16,17,19,22,23,24,25
1881,1,2,3,4,5,7,11,12,13,14,15,17,18,22,23,24
1882,1,3,5,8,10,13,14,15,16,18,19,20,21,22,24,25
1883,1,2,3,6,7,8,9,10,11,14,16,17,21,22,23,25
1884,1,2,3,5,7,11,12,15,16,19,20,21,22,23,24,25
1885,1,2,3,4,7,8,9,11,12,14,16,17,18,21,22,25
1886,1,3,4,6,7,9,10,11,12,13,14,15,18,19,20,24
1887,3,5,6,7,8,9,10,11,12,13,15,19,20,21,22,23
1888,2,4,6,7,9,10,12,13,14,15,16,19,22,23,24,25
1889,1,2,3,5,7,8,9,10,11,15,16,18,20,23,24,25
1890,2,3,5,8,10,12,13,14,16,17,18,20,21,23,24,25
1891,1,2,4,5,7,9,10,11,12,14,15,18,19,20,22,24
1892,1,7,8,9,10,11,12,13,14,17,20,21,22,23,24,25
1893,1,4,5,6,10,11,12,13,15,16,17,18,20,23,24,25
1894,1,2,3,4,5,10,12,13,14,15,18,20,21,22,23,24
1895,2,4,5,7,8,9,11,12,13,14,16,17,20,22,24,25
1896,1,4,5,6,7,8,11,12,14,16,18,19,20,21,24,25
1897,2,3,5,8,9,10,11,12,13,16,18,19,22,23,24,25
1898,1,2,3,4,6,7,10,13,14,16,17,18,19,22,23,24
1899,2,3,6,7,8,9,10,12,15,16,18,20,22,23,24,25
1900,2,4,5,6,7,8,12,14,15,16,18,20,21,23,24,25
1901,1,2,3,5,8,9,10,12,14,16,17,19,20,21,22,23
1902,1,2,3,4,5,6,8,9,12,13,16,17,20,22,23,25
1903,1,2,3,4,7,8,9,11,13,14,15,16,17,18,19,20
1904,1,2,5,7,8,9,10,11,14,15,17,18,19,20,21,24
1905,1,2,3,4,7,8,9,10,11,12,17,18,19,21,23,25
1906,3,6,8,9,10,11,13,14,15,17,18,19,20,22,23,24
1907,1,2,3,5,8,9,11,12,15,16,17,18,22,23,24,25
1908,1,2,4,5,6,7,8,9,11,12,18,20,21,22,24,25
1909,1,2,3,4,6,9,10,13,14,15,16,19,21,22,24,25
1910,1,2,3,6,8,10,13,14,16,17,18,19,20,21,22,24
1911,1,2,4,6,7,8,12,13,16,18,19,21,22,23,24,25
1912,1,2,3,4,5,7,9,10,12,14,16,17,18,20,21,23
1913,1,5,7,8,11,12,15,16,17,18,19,20,22,23,24,25
1914,3,4,5,6,7,8,11,12,13,15,17,20,21,22,23,25
1915,2,3,4,5,6,9,10,11,12,13,15,16,17,19,24,25
1916,2,3,6,8,9,11,12,13,14,16,18,19,20,21,24,25
1917,2,4,5,6,7,9,11,12,14,15,17,18,19,22,23,25
1918,1,2,4,5,7,8,9,12,15,16,17,18,19,21,23,24
1919,1,2,4,6,7,9,10,12,13,15,17,18,19,21,22,25
1920,1,3,5,7,8,9,11,13,14,17,18,19,20,21,22,24
1921,4,5,7,9,10,11,12,13,14,15,16,18,19,20,23,25
1922,1,3,5,6,8,9,10,11,12,13,15,20,21,22,23,24
1923,2,3,4,6,9,10,11,12,13,14,15,16,19,20,24,25
1924,3,4,5,7,8,11,12,13,14,16,17,18,20,23,24,25
1925,2,6,7,8,9,11,12,13,14,17,18,20,21,22,24,25
1926,2,3,5,6,7,13,14,16,17,18,19,20,21,22,23,25
1927,2,6,7,8,9,10,11,12,14,15,18,19,21,22,24,25
1928,1,2,7,8,9,11,14,16,17,18,19,20,21,23,24,25
1929,1,2,10,11,13,14,15,16,17,18,19,20,22,23,24,25
1930,1,2,3,4,5,6,7,8,10,12,13,17,19,20,22,23
1931,1,2,3,6,7,11,13,14,16,17,19,20,21,22,23,25
1932,1,3,5,6,8,10,12,13,14,15,16,19,20,21,23,25
1933,1,2,3,4,5,7,9,13,14,15,17,18,19,20,23,24
1934,1,4,5,6,7,8,11,12,13,14,15,16,17,18,23,25
1935,3,4,6,7,10,11,12,14,15,16,17,18,21,22,23,24
1936,3,4,5,6,8,10,13,15,16,17,18,19,20,21,24,25
1937,1,4,5,7,8,10,13,15,17,19,20,21,22,23,24,25
1938,2,3,4,6,8,9,10,12,14,16,17,18,21,22,23,24
1939,1,3,4,6,7,8,10,11,14,15,17,18,20,21,22,24
1940,2,3,6,7,8,9,10,11,13,14,16,18,19,20,22,23
1941,6,10,11,12,13,14,15,16,17,18,19,20,21,22,24,25
1942,1,2,5,7,8,9,13,14,15,16,18,19,20,21,23,24
1943,1,3,4,5,6,7,8,10,13,18,19,20,21,23,24,25
1944,1,6,7,9,10,11,12,15,16,19,20,21,22,23,24,25
1945,1,2,3,5,6,7,9,10,13,14,15,17,19,21,22,23
1946,2,3,4,5,6,7,9,10,11,13,14,15,16,18,19,23
1947,1,2,3,4,5,11,12,13,14,15,16,17,18,22,23,24
1948,1,3,4,5,7,8,9,10,11,15,17,18,22,23,24,25
1949,2,3,4,5,6,10,11,12,14,15,16,18,20,21,22,23
1950,1,2,5,7,8,10,11,13,14,15,16,17,21,22,23,25
1951,1,3,4,5,6,8,9,11,13,14,16,21,22,23,24,25
1952,3,4,5,6,7,9,10,13,15,19,20,21,22,23,24,25
1953,1,2,3,6,7,8,10,11,12,14,15,16,18,19,21,25
1954,1,2,3,5,6,8,10,13,16,17,18,20,21,23,24,25
1955,1,2,4,5,7,8,9,10,12,14,16,17,18,19,23,24
1956,2,5,7,8,9,11,12,14,15,16,17,18,20,21,22,23
1957,2,5,7,9,11,12,13,14,15,17,18,19,20,22,24,25
1958,1,2,3,4,5,6,9,12,13,14,15,16,17,20,22,23
1959,3,5,7,8,9,12,13,14,15,16,17,18,20,21,24,25
1960,1,2,3,4,6,7,9,10,11,12,14,18,20,23,24,25
1961,2,3,5,7,9,11,12,15,16,18,19,20,21,22,23,25
1962,2,3,5,6,7,8,10,13,15,17,19,20,21,22,23,25
1963,3,4,6,9,10,11,13,14,15,16,17,19,20,22,24,25
1964,1,2,3,4,7,8,10,12,14,15,16,17,18,19,23,25
1965,4,5,7,9,10,12,14,15,16,17,19,20,21,22,24,25
1966,1,3,4,5,6,11,12,13,14,15,16,17,19,23,24,25
1967,1,2,3,4,5,6,8,11,12,14,17,18,19,21,22,23
1968,2,4,6,9,12,13,14,15,16,18,19,21,22,23,24,25
1969,2,3,5,8,9,10,11,12,13,14,17,18,19,22,23,25
1970,4,5,9,10,11,12,13,14,16,17,19,20,21,22,23,25
1971,1,4,6,7,8,11,12,13,14,16,18,19,20,21,24,25
1972,3,7,8,9,10,11,12,13,15,17,18,19,20,21,22,24
1973,3,6,7,8,9,10,11,12,13,14,15,16,17,19,22,23
1974,1,2,6,9,10,11,12,13,14,16,17,18,19,20,21,24
1975,1,2,4,6,7,8,11,12,13,14,16,20,21,23,24,25
1976,1,3,4,7,8,9,10,12,13,14,16,17,21,22,23,25
1977,1,2,3,4,5,8,9,12,15,16,17,18,20,21,22,23
1978,1,3,4,5,6,7,9,10,13,15,17,19,21,22,24,25
1979,2,3,4,5,6,8,9,10,11,13,14,19,20,21,22,23
1980,2,4,6,7,8,9,12,15,17,18,20,21,22,23,24,25
1981,2,3,4,5,6,8,9,10,12,14,15,16,21,22,23,25
1982,7,8,9,10,11,12,13,14,15,16,18,20,22,23,24,25
1983,1,2,5,6,9,10,12,14,17,18,19,20,22,23,24,25
1984,1,3,4,5,6,7,12,15,16,17,18,19,22,23,24,25
1985,3,4,5,9,10,11,13,14,15,18,20,21,22,23,24,25
1986,1,2,4,5,7,8,9,10,11,12,15,16,17,20,24,25
1987,2,3,4,5,6,7,8,9,10,14,16,18,19,20,22,23
1988,2,3,4,6,7,9,10,11,13,14,17,19,20,21,22,24
1989,3,6,7,8,9,10,12,13,14,15,16,17,18,19,22,24
1990,4,5,7,8,9,11,12,13,14,16,17,18,20,22,24,25
1991,2,3,4,6,7,10,11,13,14,15,17,18,19,22,24,25
1992,1,2,3,6,8,9,11,13,14,16,17,18,19,21,23,25
1993,1,2,4,5,6,8,9,10,14,16,18,19,20,21,24,25
1994,1,3,4,5,6,7,8,9,11,13,14,16,17,19,21,25
1995,1,2,3,8,9,10,11,12,14,15,18,20,21,22,23,25
1996,3,5,7,8,9,11,13,15,16,17,18,19,21,22,24,25
1997,1,2,3,4,5,6,7,8,10,12,13,14,15,16,18,23
1998,1,3,5,10,11,12,13,14,16,17,18,20,21,22,23,24
1999,2,3,7,8,9,10,11,12,15,16,17,20,21,23,24,25
2000,2,3,4,6,7,8,9,10,11,15,16,17,18,19,20,25
2001,2,4,5,7,8,9,10,13,15,16,18,19,20,21,23,25
2002,1,2,3,4,6,10,11,15,16,17,18,19,21,23,24,25
2003,3,5,6,7,9,10,11,12,13,16,17,18,19,22,24,25
2004,2,3,4,5,7,9,10,11,12,13,16,19,20,23,24,25
2005,1,2,3,5,6,9,12,13,15,16,18,19,20,23,24,25
2006,1,4,7,9,10,12,13,15,16,17,18,19,20,22,24,25
2007,2,3,5,8,9,10,12,13,14,16,17,18,20,21,24,25
2008,1,2,5,6,7,8,9,10,11,13,14,15,17,19,20,24
2009,1,2,3,4,5,6,7,9,11,14,15,16,18,19,21,22
2010,1,2,3,5,6,10,12,14,16,17,18,20,21,22,24,25
2011,2,5,6,7,8,9,10,11,13,14,16,18,19,21,22,24
2012,2,4,7,9,10,14,15,16,17,18,19,20,21,22,23,25
2013,1,3,4,7,9,10,11,12,14,16,17,20,21,22,23,25
2014,1,2,3,5,6,8,10,11,12,14,18,19,20,21,22,25
